id_pedido;dt_pedido;id_cliente;nm_categoria_produto;nm_regiao;nr_quantidade;nr_preco_unitario;vl_desconto;nr_dias_para_entrega;nr_estrela_cliente;ds_metodo_pagamento
"17868";2024-06-21 00:00:00,000;"6120";"Pets";"Sudeste";7;21,56;0,1;6;5;"Pix"
"63840";2019-11-28 00:00:00,000;"5357";"Pets";"Sudeste";26;15,62;0,05;17;5;"Pix"
"100225";2024-07-16 00:00:00,000;"4836";"Pets";"Sudeste";2;113,46;0,06;13;5;"Pix"
"113886";2010-08-05 00:00:00,000;"5264";"Pets";"Sudeste";8;34,95;0,26;15;5;"Pix"
"25464";2010-09-24 00:00:00,000;"1023";"Pets";"Sudeste";2;24,58;0,03;5;5;"Pix"
"59256";2004-09-17 00:00:00,000;"3397";"Pets";"Sudeste";8;575,15;0,29;11;5;"Pix"
"78359";2022-07-08 00:00:00,000;"6853";"Pets";"Sudeste";12;442,87;0,2;12;5;"Pix"
"91792";2006-08-01 00:00:00,000;"3248";"Pets";"Sudeste";8;174,22;0,18;19;5;"Pix"
"58901";2009-04-22 00:00:00,000;"3083";"Pets";"Sudeste";9;310,93;0,04;2;5;"Pix"
"20546";2021-04-12 00:00:00,000;"3956";"Pets";"Sudeste";10;155,96;0,02;1;5;"Pix"
"26646";2007-06-01 00:00:00,000;"3601";"Pets";"Sudeste";9;16,82;0,28;9;5;"Pix"
"49070";2025-12-21 00:00:00,000;"1331";"Pets";"Sudeste";2;86,42;0,04;10;5;"Pix"
"18346";2024-07-17 00:00:00,000;"2587";"Pets";"Sudeste";4;10,28;0,03;2;5;"Pix"
"86833";2007-01-28 00:00:00,000;"5378";"Pets";"Sudeste";3;92,07;0,13;9;5;"Pix"
"38204";2006-07-10 00:00:00,000;"1684";"Pets";"Sudeste";19;2,3;0,07;20;5;"Pix"
"72163";2017-09-20 00:00:00,000;"3902";"Pets";"Sudeste";5;3;0,04;1;5;"Pix"
"90024";2016-09-18 00:00:00,000;"2381";"Pets";"Sudeste";3;254,07;0,21;10;5;"Pix"
"105869";2007-06-29 00:00:00,000;"5052";"Pets";"Sudeste";3;10,16;0,06;9;5;"Pix"
"20945";2017-10-29 00:00:00,000;"5363";"Pets";"Sudeste";7;55,8;0,22;15;5;"Pix"
"67408";2018-09-19 00:00:00,000;"4348";"Pets";"Sudeste";21;45,49;0,27;23;5;"Pix"
"105592";2008-02-07 00:00:00,000;"3699";"Pets";"Sudeste";28;111,5;0,21;8;5;"Pix"
"16449";2016-05-11 00:00:00,000;"3855";"Pets";"Sudeste";2;8,2;0,17;4;5;"Pix"
"73149";2021-09-07 00:00:00,000;"3633";"Pets";"Sudeste";17;3,38;0,3;13;5;"Pix"
"107376";2009-08-05 00:00:00,000;"3224";"Pets";"Sudeste";5;15,55;0,02;1;5;"Pix"
"59448";2016-10-18 00:00:00,000;"1376";"Pets";"Sudeste";11;581,73;0,25;7;5;"Pix"
"109087";2022-02-28 00:00:00,000;"4428";"Pets";"Sudeste";28;734,22;0,06;8;5;"Pix"
"34288";2020-11-28 00:00:00,000;"2324";"Pets";"Sudeste";11;80,12;0,23;15;5;"Pix"
"45876";2010-08-06 00:00:00,000;"6980";"Pets";"Sudeste";21;280,93;0,2;15;5;"Pix"
"91542";2021-10-24 00:00:00,000;"6271";"Pets";"Sudeste";23;192,4;0,12;5;5;"Pix"
"25490";2009-02-21 00:00:00,000;"6972";"Pets";"Sudeste";2;2,48;0,11;12;5;"Pix"
"47555";2019-04-13 00:00:00,000;"4678";"Pets";"Sudeste";6;4,58;0,19;7;5;"Pix"
"16406";2011-03-05 00:00:00,000;"3872";"Pets";"Sudeste";25;113,18;0,19;12;5;"Pix"
"94178";2019-06-21 00:00:00,000;"3035";"Pets";"Sudeste";13;376,1;0,14;1;5;"Pix"
"25881";2005-02-03 00:00:00,000;"6319";"Pets";"Sudeste";19;30,8;0,21;9;5;"Pix"
"23542";2005-11-13 00:00:00,000;"2817";"Pets";"Sudeste";7;23,31;0,19;2;5;"Pix"
"95554";2007-05-17 00:00:00,000;"5462";"Pets";"Sudeste";7;67,66;0,2;10;5;"Pix"
"55629";2019-10-31 00:00:00,000;"6007";"Pets";"Sudeste";15;7,92;0,18;11;5;"Pix"
"89060";2006-04-13 00:00:00,000;"1323";"Pets";"Sudeste";25;71,01;0,18;8;5;"Pix"
"16465";2016-09-30 00:00:00,000;"6719";"Pets";"Sudeste";3;30,86;0,26;4;5;"Pix"
"91849";2017-06-25 00:00:00,000;"2568";"Pets";"Sudeste";10;95,65;0,16;3;5;"Pix"
"57343";2017-06-22 00:00:00,000;"1139";"Pets";"Sudeste";3;199,04;0,18;11;5;"Pix"
"33970";2016-10-27 00:00:00,000;"3471";"Pets";"Sudeste";2;5,2;0,02;6;5;"Pix"
"91059";2026-01-26 00:00:00,000;"6125";"Pets";"Sudeste";10;583,32;0,21;4;5;"Pix"
"53402";2018-08-17 00:00:00,000;"6283";"Pets";"Sudeste";15;2,11;0,06;1;5;"Pix"
"106194";2019-06-29 00:00:00,000;"4098";"Pets";"Sudeste";14;2,36;0,22;20;5;"Pix"
"75710";2013-06-16 00:00:00,000;"3741";"Pets";"Sudeste";2;8,7;0,25;18;5;"Pix"
"74984";2007-06-10 00:00:00,000;"4934";"Pets";"Sudeste";4;663,32;0,25;5;5;"Pix"
"73263";2017-06-11 00:00:00,000;"2332";"Pets";"Sudeste";12;788,25;0,04;5;5;"Pix"
"93296";2012-03-17 00:00:00,000;"5684";"Pets";"Sudeste";28;1055,97;0,15;13;5;"Pix"
"74546";2024-05-24 00:00:00,000;"6477";"Pets";"Sudeste";12;16,25;0,2;7;5;"Pix"
"81335";2015-11-26 00:00:00,000;"5736";"Pets";"Sudeste";5;25,4;0,24;9;5;"Pix"
"43742";2007-02-03 00:00:00,000;"6984";"Pets";"Sudeste";7;179,38;0,26;3;5;"Pix"
"104858";2007-08-13 00:00:00,000;"4740";"Pets";"Sudeste";5;6,95;0,26;19;5;"Pix"
"94867";2021-05-03 00:00:00,000;"3570";"Pets";"Sudeste";11;730,5;0,08;20;5;"Pix"
"81679";2017-10-21 00:00:00,000;"1874";"Pets";"Sudeste";6;459,22;0,14;3;5;"Pix"
"34431";2012-03-10 00:00:00,000;"5004";"Pets";"Sudeste";7;381,38;0,24;13;5;"Pix"
"29767";2012-12-26 00:00:00,000;"5598";"Pets";"Sudeste";13;595,35;0,24;17;5;"Pix"
"31968";2018-03-07 00:00:00,000;"2329";"Pets";"Sudeste";4;25,07;0,09;5;5;"Pix"
"103764";2025-08-18 00:00:00,000;"5714";"Pets";"Sudeste";2;136,69;0,27;3;5;"Pix"
"77993";2023-09-07 00:00:00,000;"2924";"Pets";"Sudeste";5;70,06;0,26;2;5;"Pix"
"20832";2006-09-09 00:00:00,000;"2264";"Pets";"Sudeste";11;65,47;0,26;8;5;"Pix"
"27941";2015-06-01 00:00:00,000;"1362";"Pets";"Sudeste";4;314,18;0,25;10;5;"Pix"
"15409";2025-08-21 00:00:00,000;"6262";"Pets";"Sudeste";29;19,39;0,04;15;5;"Pix"
"54219";2020-11-20 00:00:00,000;"2037";"Pets";"Sudeste";11;369,35;0,18;19;5;"Pix"
"102075";2021-03-16 00:00:00,000;"1237";"Pets";"Sudeste";2;231,51;0,24;6;5;"Pix"
"75979";2019-04-19 00:00:00,000;"3969";"Pets";"Sudeste";24;3,74;0,04;18;5;"Pix"
"72995";2004-08-04 00:00:00,000;"2185";"Pets";"Sudeste";9;2,4;0,02;5;5;"Pix"
"112697";2026-05-01 00:00:00,000;"3299";"Pets";"Sudeste";22;1088,27;0,11;4;5;"Pix"
"44079";2012-09-30 00:00:00,000;"1018";"Pets";"Sudeste";15;175,16;0,29;19;5;"Pix"
"68691";2019-11-06 00:00:00,000;"1930";"Pets";"Sudeste";21;3,37;0,27;3;5;"Pix"
"86447";2008-08-22 00:00:00,000;"1326";"Pets";"Sudeste";5;22,27;0,23;5;5;"Pix"
"75076";2005-07-13 00:00:00,000;"3569";"Pets";"Sudeste";7;62,63;0,1;7;5;"Pix"
"39507";2025-03-06 00:00:00,000;"4737";"Pets";"Sudeste";6;3,55;0,19;6;5;"Pix"
"33517";2012-07-09 00:00:00,000;"4041";"Pets";"Sudeste";25;34,39;0,1;12;5;"Pix"
"88700";2007-02-26 00:00:00,000;"5052";"Pets";"Sudeste";27;2,76;0,04;17;5;"Pix"
"59696";2020-10-27 00:00:00,000;"4053";"Pets";"Sudeste";10;4,25;0,26;17;5;"Pix"
"62963";2018-06-24 00:00:00,000;"1592";"Pets";"Sudeste";8;23,52;0,11;19;5;"Pix"
"114681";2005-03-12 00:00:00,000;"6656";"Pets";"Sudeste";9;956,67;0,27;6;5;"Pix"
"107355";2006-12-18 00:00:00,000;"1141";"Pets";"Sudeste";2;139,53;0,21;19;5;"Pix"
"60858";2010-03-09 00:00:00,000;"1271";"Pets";"Sudeste";2;746,67;0,25;1;5;"Pix"
"72437";2013-10-18 00:00:00,000;"1150";"Pets";"Sudeste";7;2,11;0,02;17;5;"Pix"
"69370";2009-03-23 00:00:00,000;"3226";"Pets";"Sudeste";11;28,68;0,1;1;5;"Pix"
"36120";2024-07-06 00:00:00,000;"1408";"Mobília";"Sudeste";22;69,88;0,09;20;5;"Pix"
"108793";2005-03-16 00:00:00,000;"3288";"Mobília";"Sudeste";6;120,7;0,01;9;5;"Pix"
"23354";2006-03-19 00:00:00,000;"5180";"Mobília";"Sudeste";6;2,42;0,18;8;5;"Pix"
"103806";2023-01-20 00:00:00,000;"2321";"Mobília";"Sudeste";4;852,28;0,2;10;5;"Pix"
"59441";2007-05-27 00:00:00,000;"1096";"Mobília";"Sudeste";4;12,35;0,06;10;5;"Pix"
"58947";2015-02-25 00:00:00,000;"3642";"Mobília";"Sudeste";3;88,53;0,15;6;5;"Pix"
"73008";2014-02-16 00:00:00,000;"1328";"Mobília";"Sudeste";5;3,32;0,3;9;5;"Pix"
"55098";2009-10-27 00:00:00,000;"1313";"Mobília";"Sudeste";12;54,77;0,3;8;5;"Pix"
"21905";2010-04-22 00:00:00,000;"1591";"Mobília";"Sudeste";4;483,37;0,29;2;5;"Pix"
"48020";2025-07-22 00:00:00,000;"6215";"Mobília";"Sudeste";7;499,88;0,06;10;5;"Pix"
"106005";2014-05-16 00:00:00,000;"6484";"Mobília";"Sudeste";4;11,8;0,09;12;5;"Pix"
"29937";2018-07-06 00:00:00,000;"5179";"Mobília";"Sudeste";11;141,22;0,24;7;5;"Pix"
"19360";2013-02-14 00:00:00,000;"1396";"Mobília";"Sudeste";24;942,55;0,05;2;5;"Pix"
"111779";2011-06-06 00:00:00,000;"1926";"Mobília";"Sudeste";15;29,63;0,12;8;5;"Pix"
"33157";2018-12-11 00:00:00,000;"6367";"Mobília";"Sudeste";20;9,55;0,08;16;5;"Pix"
"78554";2013-02-20 00:00:00,000;"2090";"Mobília";"Sudeste";2;339,43;0,08;3;5;"Pix"
"92961";2024-05-07 00:00:00,000;"2781";"Mobília";"Sudeste";8;29,74;0,21;6;5;"Pix"
"27279";2011-11-29 00:00:00,000;"3750";"Mobília";"Sudeste";3;46,73;0,28;8;5;"Pix"
"25689";2013-05-07 00:00:00,000;"5924";"Mobília";"Sudeste";14;19,17;0,01;9;5;"Pix"
"99818";2008-05-14 00:00:00,000;"4840";"Mobília";"Sudeste";2;3,53;0,08;18;5;"Pix"
"21136";2024-06-08 00:00:00,000;"2875";"Mobília";"Sudeste";25;2,66;0,07;5;5;"Pix"
"35395";2013-05-16 00:00:00,000;"6765";"Mobília";"Sudeste";4;225,67;0,02;5;5;"Pix"
"19325";2022-06-29 00:00:00,000;"6295";"Mobília";"Sudeste";18;97,52;0,13;8;5;"Pix"
"110673";2007-10-23 00:00:00,000;"3289";"Mobília";"Sudeste";2;20,73;0,02;2;5;"Pix"
"73804";2007-09-07 00:00:00,000;"4884";"Mobília";"Sudeste";23;97,68;0,26;13;5;"Pix"
"27067";2017-10-15 00:00:00,000;"3587";"Mobília";"Sudeste";15;576,21;0,08;19;5;"Pix"
"84928";2023-11-08 00:00:00,000;"3760";"Mobília";"Sudeste";2;54,59;0,2;4;5;"Pix"
"85009";2009-08-02 00:00:00,000;"5800";"Mobília";"Sudeste";5;2,12;0,22;13;5;"Pix"
"43965";2015-10-06 00:00:00,000;"1376";"Mobília";"Sudeste";3;36,06;0,3;6;5;"Pix"
"43233";2004-06-04 00:00:00,000;"1029";"Mobília";"Sudeste";22;2,35;0,15;2;5;"Pix"
"29389";2008-08-15 00:00:00,000;"4221";"Mobília";"Sudeste";21;5,13;0,18;17;5;"Pix"
"78260";2005-06-10 00:00:00,000;"3541";"Mobília";"Sudeste";19;124,35;0,18;6;5;"Pix"
"57099";2021-12-04 00:00:00,000;"4439";"Mobília";"Sudeste";15;38,37;0,24;19;5;"Pix"
"92241";2024-12-28 00:00:00,000;"2746";"Mobília";"Sudeste";9;481,8;0,04;11;5;"Pix"
"38449";2009-09-12 00:00:00,000;"5386";"Mobília";"Sudeste";2;9,65;0,21;11;5;"Pix"
"57977";2022-03-22 00:00:00,000;"3170";"Mobília";"Sudeste";16;186,59;0,08;5;5;"Pix"
"52543";2011-01-21 00:00:00,000;"3152";"Mobília";"Sudeste";7;44,98;0,04;12;5;"Pix"
"19706";2005-09-30 00:00:00,000;"2075";"Mobília";"Sudeste";11;273,63;0,07;11;5;"Pix"
"89957";2023-05-10 00:00:00,000;"5499";"Mobília";"Sudeste";16;650,16;0,07;4;5;"Pix"
"78444";2023-09-16 00:00:00,000;"2359";"Mobília";"Sudeste";21;63,54;0,13;17;5;"Pix"
"53575";2014-10-19 00:00:00,000;"1872";"Mobília";"Sudeste";25;8,11;0,06;3;5;"Pix"
"20785";2018-09-18 00:00:00,000;"6740";"Mobília";"Sudeste";29;26,98;0,11;6;5;"Pix"
"25365";2020-04-10 00:00:00,000;"4745";"Mobília";"Sudeste";29;51,06;0,08;7;5;"Pix"
"39147";2014-02-16 00:00:00,000;"6276";"Mobília";"Sudeste";29;11,28;0,16;8;5;"Pix"
"25618";2013-05-31 00:00:00,000;"3862";"Mobília";"Sudeste";2;4,87;0,11;15;5;"Pix"
"40556";2018-09-30 00:00:00,000;"5710";"Mobília";"Sudeste";10;69,62;0,21;18;5;"Pix"
"22122";2007-01-14 00:00:00,000;"2530";"Mobília";"Sudeste";3;169,91;0,22;3;5;"Pix"
"75096";2010-10-19 00:00:00,000;"3929";"Mobília";"Sudeste";21;311,99;0,1;4;5;"Pix"
"31203";2021-06-22 00:00:00,000;"1044";"Mobília";"Sudeste";9;4,42;0,14;1;5;"Pix"
"89342";2005-01-09 00:00:00,000;"1651";"Mobília";"Sudeste";15;3,39;0,29;15;5;"Pix"
"110609";2025-01-23 00:00:00,000;"4221";"Mobília";"Sudeste";5;809,7;0,11;1;5;"Pix"
"66899";2005-10-21 00:00:00,000;"3623";"Mobília";"Sudeste";2;2,81;0,2;7;5;"Pix"
"109242";2008-12-15 00:00:00,000;"2998";"Mobília";"Sudeste";7;7,7;0,13;8;5;"Pix"
"109040";2016-09-28 00:00:00,000;"6557";"Mobília";"Sudeste";25;277,19;0,28;16;5;"Pix"
"77556";2006-01-15 00:00:00,000;"3237";"Mobília";"Sudeste";6;144,98;0,06;18;5;"Pix"
"21630";2024-03-15 00:00:00,000;"4186";"Mobília";"Sudeste";15;94,63;0,23;9;5;"Pix"
"36577";2020-01-21 00:00:00,000;"3904";"Mobília";"Sudeste";20;2,87;0,27;17;5;"Pix"
"60699";2021-08-09 00:00:00,000;"5825";"Mobília";"Sudeste";4;98,97;0,29;15;5;"Pix"
"114957";2007-07-18 00:00:00,000;"6615";"Mobília";"Sudeste";3;2,3;0,01;8;5;"Pix"
"50374";2023-09-28 00:00:00,000;"2112";"Mobília";"Sudeste";2;6,53;0,3;5;5;"Pix"
"53300";2025-04-07 00:00:00,000;"3217";"Mobília";"Sudeste";6;27,1;0,1;20;5;"Pix"
"86619";2010-01-10 00:00:00,000;"2623";"Mobília";"Sudeste";18;3,24;0,26;20;5;"Pix"
"26610";2010-10-16 00:00:00,000;"2036";"Mobília";"Sudeste";10;139,01;0,16;2;5;"Pix"
"22719";2014-08-21 00:00:00,000;"1927";"Mobília";"Sudeste";7;16,76;0,12;15;5;"Pix"
"65806";2007-10-28 00:00:00,000;"2259";"Mobília";"Sudeste";10;639,52;0,2;7;5;"Pix"
"60865";2016-04-20 00:00:00,000;"4525";"Mobília";"Sudeste";29;186,66;0,16;6;5;"Pix"
"66876";2005-09-21 00:00:00,000;"2283";"Mobília";"Sudeste";23;49,95;0,07;1;5;"Pix"
"90550";2009-10-09 00:00:00,000;"5482";"Mobília";"Sudeste";2;2,78;0,14;1;5;"Pix"
"85538";2023-11-02 00:00:00,000;"3574";"Mobília";"Sudeste";28;237,87;0,16;1;5;"Pix"
"33338";2023-11-20 00:00:00,000;"2851";"Mobília";"Sudeste";4;34,07;0,29;4;5;"Pix"
"23766";2011-07-12 00:00:00,000;"1686";"Mobília";"Sudeste";7;31,83;0,24;15;5;"Pix"
"28679";2008-09-08 00:00:00,000;"2588";"Mobília";"Sudeste";2;104,92;0,27;12;5;"Pix"
"52835";2008-04-29 00:00:00,000;"6253";"Mobília";"Sudeste";5;45,58;0,11;2;5;"Pix"
"33931";2021-04-25 00:00:00,000;"2227";"Mobília";"Sudeste";2;85,98;0,01;11;5;"Pix"
"79286";2022-12-29 00:00:00,000;"1810";"Mobília";"Sudeste";11;959,92;0,02;22;5;"Pix"
"81652";2025-12-18 00:00:00,000;"4454";"Mobília";"Sudeste";18;128,2;0,07;7;5;"Pix"
"107690";2019-02-21 00:00:00,000;"3666";"Mobília";"Sudeste";3;43,7;0,05;2;5;"Pix"
"79064";2025-01-25 00:00:00,000;"5567";"Mobília";"Sudeste";6;120,71;0,07;21;5;"Pix"
"105058";2011-04-19 00:00:00,000;"1959";"Mobília";"Sudeste";4;105,12;0,23;1;5;"Pix"
"54060";2024-03-31 00:00:00,000;"3801";"Mobília";"Sudeste";12;27,01;0,3;12;5;"Pix"
"54706";2015-04-14 00:00:00,000;"1709";"Mobília";"Sudeste";4;2,97;0,2;2;5;"Pix"
"39258";2012-11-28 00:00:00,000;"6881";"Mobília";"Sudeste";6;2,37;0,23;9;5;"Pix"
"82660";2018-03-04 00:00:00,000;"3261";"Mobília";"Sudeste";3;273,95;0,28;3;5;"Pix"
"82193";2004-09-21 00:00:00,000;"2208";"Mobília";"Sudeste";21;126,77;0,2;15;5;"Pix"
"101261";2017-11-01 00:00:00,000;"4346";"Mobília";"Sudeste";9;58,27;0,11;9;5;"Pix"
"36185";2006-01-18 00:00:00,000;"5343";"Mobília";"Sudeste";10;756,38;0,18;19;5;"Pix"
"114006";2024-06-26 00:00:00,000;"5386";"Mobília";"Sudeste";2;290,74;0,27;2;5;"Pix"
"112452";2011-10-02 00:00:00,000;"4622";"Mobília";"Sudeste";27;933,11;0,12;5;5;"Pix"
"33036";2004-03-27 00:00:00,000;"6271";"Mobília";"Sudeste";14;32,86;0,01;2;5;"Pix"
"36783";2004-03-28 00:00:00,000;"1374";"Brinquedos";"Sudeste";22;62,47;0,12;2;5;"Pix"
"36981";2017-04-20 00:00:00,000;"3047";"Brinquedos";"Sudeste";22;908,25;0,24;5;5;"Pix"
"19392";2017-11-03 00:00:00,000;"4358";"Brinquedos";"Sudeste";21;39,97;0,12;7;5;"Pix"
"105507";2021-10-07 00:00:00,000;"5407";"Brinquedos";"Sudeste";2;20,87;0,12;17;5;"Pix"
"113896";2013-08-11 00:00:00,000;"5708";"Brinquedos";"Sudeste";16;9,1;0,03;4;5;"Pix"
"41005";2025-02-28 00:00:00,000;"6326";"Brinquedos";"Sudeste";3;653,6;0,3;5;5;"Pix"
"102878";2023-03-13 00:00:00,000;"3755";"Brinquedos";"Sudeste";5;8,19;0,23;17;5;"Pix"
"16553";2010-03-07 00:00:00,000;"1963";"Brinquedos";"Sudeste";9;38,29;0,11;4;5;"Pix"
"108352";2014-12-27 00:00:00,000;"1011";"Brinquedos";"Sudeste";10;84,08;0,06;4;5;"Pix"
"44361";2013-11-07 00:00:00,000;"4529";"Brinquedos";"Sudeste";3;2,14;0,09;22;5;"Pix"
"61358";2016-09-12 00:00:00,000;"2343";"Brinquedos";"Sudeste";2;2,14;0,13;16;5;"Pix"
"69624";2012-09-27 00:00:00,000;"3803";"Brinquedos";"Sudeste";11;724,92;0,03;15;5;"Pix"
"90999";2022-04-24 00:00:00,000;"5031";"Brinquedos";"Sudeste";15;2,18;0,08;7;5;"Pix"
"90422";2006-10-02 00:00:00,000;"3051";"Brinquedos";"Sudeste";26;9,28;0,16;2;5;"Pix"
"95181";2023-04-05 00:00:00,000;"3666";"Brinquedos";"Sudeste";11;29,61;0,24;15;5;"Pix"
"21757";2013-07-17 00:00:00,000;"3092";"Brinquedos";"Sudeste";3;5,87;0,13;17;5;"Pix"
"94251";2005-02-24 00:00:00,000;"6814";"Brinquedos";"Sudeste";3;115,8;0,12;6;5;"Pix"
"101203";2019-06-16 00:00:00,000;"4504";"Brinquedos";"Sudeste";20;590,01;0,11;12;5;"Pix"
"109606";2019-08-05 00:00:00,000;"4683";"Brinquedos";"Sudeste";2;657,89;0,2;5;5;"Pix"
"39032";2011-04-06 00:00:00,000;"2538";"Brinquedos";"Sudeste";21;8,06;0,28;13;5;"Pix"
"109237";2008-11-30 00:00:00,000;"1092";"Brinquedos";"Sudeste";22;434,28;0,03;13;5;"Pix"
"59544";2025-02-05 00:00:00,000;"3708";"Brinquedos";"Sudeste";10;2,75;0,29;19;5;"Pix"
"23633";2010-11-06 00:00:00,000;"6912";"Brinquedos";"Sudeste";5;122,77;0,24;5;5;"Pix"
"79411";2021-02-03 00:00:00,000;"4555";"Brinquedos";"Sudeste";4;11,12;0,26;16;5;"Pix"
"106151";2006-02-24 00:00:00,000;"2823";"Brinquedos";"Sudeste";3;15,33;0,05;2;5;"Pix"
"75587";2016-07-21 00:00:00,000;"3783";"Brinquedos";"Sudeste";24;7,16;0,3;2;5;"Pix"
"73385";2016-03-14 00:00:00,000;"6598";"Brinquedos";"Sudeste";6;66,11;0,29;10;5;"Pix"
"24692";2013-06-06 00:00:00,000;"2368";"Brinquedos";"Sudeste";10;762,18;0,04;2;5;"Pix"
"82877";2004-08-31 00:00:00,000;"3582";"Brinquedos";"Sudeste";6;6,49;0,01;15;5;"Pix"
"106890";2012-06-22 00:00:00,000;"5708";"Brinquedos";"Sudeste";3;140,76;0,15;8;5;"Pix"
"65791";2026-01-16 00:00:00,000;"5181";"Brinquedos";"Sudeste";22;2,87;0,05;9;5;"Pix"
"81027";2025-07-13 00:00:00,000;"2600";"Brinquedos";"Sudeste";25;2,65;0,26;9;5;"Pix"
"96187";2006-01-01 00:00:00,000;"6291";"Brinquedos";"Sudeste";8;109,78;0,13;12;5;"Pix"
"75082";2017-11-26 00:00:00,000;"1204";"Brinquedos";"Sudeste";18;10,29;0,08;2;5;"Pix"
"20752";2005-10-31 00:00:00,000;"1507";"Brinquedos";"Sudeste";21;61,53;0,21;16;5;"Pix"
"68037";2010-04-22 00:00:00,000;"6260";"Brinquedos";"Sudeste";2;5,77;0,05;14;5;"Pix"
"49602";2020-10-27 00:00:00,000;"2126";"Brinquedos";"Sudeste";13;620,96;0,14;1;5;"Pix"
"23232";2011-05-30 00:00:00,000;"3924";"Brinquedos";"Sudeste";15;2,35;0,19;12;5;"Pix"
"85522";2011-07-22 00:00:00,000;"3526";"Brinquedos";"Sudeste";9;9,01;0,11;8;5;"Pix"
"64932";2015-01-15 00:00:00,000;"5786";"Brinquedos";"Sudeste";12;24,84;0,25;2;5;"Pix"
"75767";2022-09-24 00:00:00,000;"5262";"Brinquedos";"Sudeste";25;75,9;0,15;4;5;"Pix"
"96540";2009-07-15 00:00:00,000;"3531";"Brinquedos";"Sudeste";2;6,06;0,16;1;5;"Pix"
"61443";2012-05-10 00:00:00,000;"2886";"Brinquedos";"Sudeste";19;7,56;0,24;13;5;"Pix"
"25224";2012-10-23 00:00:00,000;"5101";"Brinquedos";"Sudeste";12;391,94;0,13;11;5;"Pix"
"109511";2019-08-28 00:00:00,000;"1959";"Brinquedos";"Sudeste";19;3,33;0,28;2;5;"Pix"
"38315";2013-01-21 00:00:00,000;"6203";"Brinquedos";"Sudeste";24;10,42;0,17;9;5;"Pix"
"107911";2007-10-10 00:00:00,000;"4355";"Brinquedos";"Sudeste";21;152,31;0,29;19;5;"Pix"
"42596";2005-01-29 00:00:00,000;"5456";"Brinquedos";"Sudeste";2;5,37;0,03;3;5;"Pix"
"54464";2015-01-12 00:00:00,000;"3421";"Brinquedos";"Sudeste";2;54;0,16;3;5;"Pix"
"59554";2017-05-16 00:00:00,000;"6840";"Brinquedos";"Sudeste";2;23,19;0,23;17;5;"Pix"
"21005";2020-12-27 00:00:00,000;"3153";"Brinquedos";"Sudeste";12;1022,83;0,11;16;5;"Pix"
"102887";2017-09-09 00:00:00,000;"2979";"Brinquedos";"Sudeste";16;35,36;0,3;3;5;"Pix"
"114702";2015-11-29 00:00:00,000;"4452";"Brinquedos";"Sudeste";23;72,39;0,18;7;5;"Pix"
"63922";2011-07-23 00:00:00,000;"1154";"Brinquedos";"Sudeste";8;23,04;0,13;7;5;"Pix"
"60232";2012-12-26 00:00:00,000;"2857";"Brinquedos";"Sudeste";17;156,97;0,13;16;5;"Pix"
"34944";2010-05-23 00:00:00,000;"1917";"Brinquedos";"Sudeste";2;44,52;0,2;5;5;"Pix"
"88921";2009-07-23 00:00:00,000;"2028";"Brinquedos";"Sudeste";2;54,81;0,08;5;5;"Pix"
"102823";2023-04-19 00:00:00,000;"2557";"Brinquedos";"Sudeste";16;168,14;0,04;20;5;"Pix"
"53811";2017-06-01 00:00:00,000;"3939";"Brinquedos";"Sudeste";5;5,09;0,09;1;5;"Pix"
"58135";2024-08-16 00:00:00,000;"3239";"Brinquedos";"Sudeste";8;72,38;0,25;5;5;"Pix"
"62109";2017-07-02 00:00:00,000;"2305";"Brinquedos";"Sudeste";5;209,42;0,05;9;5;"Pix"
"105927";2024-02-22 00:00:00,000;"6591";"Brinquedos";"Sudeste";19;26,64;0,22;18;5;"Pix"
"52553";2013-03-27 00:00:00,000;"2405";"Brinquedos";"Sudeste";2;559,53;0,2;17;5;"Pix"
"44261";2016-04-25 00:00:00,000;"5671";"Brinquedos";"Sudeste";3;7,18;0,16;1;5;"Pix"
"23473";2014-06-27 00:00:00,000;"2505";"Brinquedos";"Sudeste";2;4,37;0,28;10;5;"Pix"
"41165";2020-06-24 00:00:00,000;"5229";"Brinquedos";"Sudeste";3;2,98;0,02;15;5;"Pix"
"54425";2008-03-27 00:00:00,000;"2105";"Brinquedos";"Sudeste";21;95,47;0,15;14;5;"Pix"
"113885";2014-12-03 00:00:00,000;"4411";"Brinquedos";"Sudeste";15;483,54;0,24;8;5;"Pix"
"75125";2025-05-22 00:00:00,000;"1784";"Brinquedos";"Sudeste";6;351,49;0,24;2;5;"Pix"
"32705";2011-11-11 00:00:00,000;"2003";"Brinquedos";"Sudeste";3;636,83;0,27;3;5;"Pix"
"28716";2005-05-17 00:00:00,000;"3392";"Brinquedos";"Sudeste";19;252,41;0,14;14;5;"Pix"
"70514";2011-07-11 00:00:00,000;"1802";"Brinquedos";"Sudeste";8;69,51;0,05;4;5;"Pix"
"48085";2026-01-06 00:00:00,000;"6871";"Brinquedos";"Sudeste";9;3,43;0,27;16;5;"Pix"
"84961";2026-04-13 00:00:00,000;"4292";"Brinquedos";"Sudeste";3;8,02;0,19;2;5;"Pix"
"110946";2004-05-12 00:00:00,000;"2079";"Brinquedos";"Sudeste";13;4,77;0,09;15;5;"Pix"
"64593";2025-03-31 00:00:00,000;"6887";"Brinquedos";"Sudeste";17;2,9;0,08;19;5;"Pix"
