ID do PEDIDO;DATA DO PEDIDO;fk_tbclientes_id_cliente;CaTeGoRiA Produto;nm_regiao;qtd.;Preço Unitário (R$);dixconto;método-pagamento;dias_para_entrega;nr_estrelas_cliente
107255;10/11/2023;4958;Automotivo;Centro-Oeste;7;20.17;0.11;pix;20;4.7
25727;8/28/2007;1807;;Centro-Oeste;3;254.9;0.24;pix;14;4.4
27143;04/05/2020;2064;Pets;Sul;1;561.07;0.26;crédito;4;5.0
62125;7/18/2011;3014;Roupas e Acessórios;Sul;3;42.84;0.04;boleto;17;5.0
33611;6/27/2012;2877;Beleza e Cosméticos;Sul;1;3.55;0.28;débito;4;3.2
85123;1/13/2006;5531;;Sudeste;10;162.34;0.21;pix;11;2.3
63898;9/27/2006;4752;;Sul;2;96.68;0.12;débito;1;3.8
23438;1/16/2007;2841;;Nordeste;26;48.02;0.28;pix;12;5.0
35687;3/18/2005;1812;;Nordeste;4;262.57;0.3;pix;14;4.9
82617;03/06/2026;4346;Casa;Sudeste;7;2.32;0.21;débito;1;5.0
72467;09/01/2019;3873;Grocery;Norte;7;39.15;0.12;boleto;9;5.0
104815;10/18/2008;4304;;Sudeste;21;15.35;0.19;boleto;3;4.1
99757;5/18/2016;4055;Saúde;Centro-Oeste;9;296.16;0.13;pix;11;5.0
69031;12/26/2006;5594;;Nordeste;29;5.87;0.01;boleto;14;3.4
89518;11/08/2008;2752;;Sul;1;47.15;0.26;crédito;13;4.2
47367;5/16/2018;3774;Livros;Sudeste;1;29.86;0.06;débito;1;4.1
75735;03/08/2007;1016;;Sudeste;17;468.24;0.28;pix;5;3.9
17900;12/23/2006;6082;;Sudeste;3;3.62;0.15;débito;1;4.4
51109;6/15/2006;2528;;Centro-Oeste;1;21.01;0.24;boleto;3;4.8
15597;2/19/2021;3887;Mobília;Nordeste;25;217.39;0.05;boleto;16;4.5
20944;1/31/2023;2413;Livros;Nordeste;1;66.48;0.28;pix;3;2.6
17914;10/24/2013;6044;Eletrônicos;Sudeste;29;512.15;0.25;pix;28;4.2
101934;11/18/2014;2873;Grocery;Sudeste;10;69.66;0.14;crédito;19;4.7
88975;11/25/2018;3361;Esportes;Centro-Oeste;25;408.16;0.08;débito;1;5.0
70282;3/30/2017;2873;Grocery;Sudeste;9;19.29;0.2;débito;18;3.6
56636;7/26/2012;5894;Roupas e Acessórios;Nordeste;16;2.28;0.29;pix;26;4.2
106211;1/21/2005;6984;;Sudeste;13;1020.01;0.1;pix;26;3.3
76803;4/24/2016;3370;Mobília;Sul;5;33.26;0.25;pix;3;3.8
73732;6/14/2005;3088;;Nordeste;3;2.57;0.16;crédito;1;3.6
112928;1/23/2020;6852;Eletrônicos;Centro-Oeste;2;339.83;0.06;pix;3;4.2
112495;08/04/2016;1668;Eletrônicos;Sudeste;3;47.56;0.29;débito;10;5.0
17563;12/28/2024;1235;Grocery;Sul;4;5.53;0.27;pix;11;3.1
34549;11/02/2019;5917;Brinquedos;Norte;4;199.0;0.18;pix;14;2.7
79424;2/24/2015;4542;Automotivo;Sudeste;26;105.26;0.24;pix;14;5.0
13610;4/13/2019;1630;Eletrônicos;Sul;5;271.88;0.21;pix;4;2.7
60531;1/27/2019;6563;Pets;Centro-Oeste;25;41.66;0.02;crédito;12;4.8
72789;01/01/2007;5540;;Norte;2;8.34;0.1;crédito;26;4.0
55951;01/01/2023;5595;Saúde;Nordeste;4;9.55;0.29;pix;19;3.8
31768;3/16/2019;3867;Esportes;Sul;2;9.04;0.09;pix;3;1.9
63105;5/21/2020;4392;Casa;Sudeste;16;82.51;0.15;crédito;8;5.0
101247;03/09/2010;2146;Beleza e Cosméticos;Centro-Oeste;4;24.92;0.23;crédito;27;1.6
96757;09/06/2023;5415;Mobília;Nordeste;10;266.12;0.18;pix;11;4.0
28466;3/30/2022;3308;Roupas e Acessórios;Sul;14;1091.24;0.17;pix;21;2.8
41756;8/26/2009;1275;;Centro-Oeste;11;14.01;0.3;boleto;5;3.0
83485;9/19/2020;4482;Casa;Sudeste;1;417.99;0.24;crédito;5;5.0
16557;10/28/2015;4676;Livros;Nordeste;17;7.67;0.06;pix;24;3.7
110050;09/03/2010;3262;Esportes;Sudeste;9;35.87;0.13;pix;12;5.0
23528;11/28/2020;6067;Livros;Norte;10;14.52;0.1;crédito;19;3.6
25643;10/24/2013;3518;Grocery;Sul;1;2.24;0.03;boleto;15;4.5
76236;4/30/2017;4540;Livros;Sudeste;9;6.59;0.03;boleto;6;2.0
10152;06/03/2010;1230;Beleza e Cosméticos;Sul;1;550.1;0.23;pix;11;4.1
101228;4/28/2008;6534;;Nordeste;1;26.88;0.25;débito;20;4.0
103719;06/03/2019;2869;Saúde;Sudeste;13;9.03;0.25;crédito;3;2.3
20055;09/03/2017;3345;Eletrônicos;Nordeste;8;77.77;0.08;boleto;4;3.8
78798;5/18/2004;2477;;Sul;11;37.37;0.26;pix;3;4.1
15010;11/01/2009;2683;;Sudeste;15;5.99;0.13;crédito;21;4.4
14229;11/30/2011;1046;Eletrônicos;Sudeste;6;406.89;0.12;débito;2;3.4
83585;11/22/2007;1037;;Sul;17;26.12;0.27;boleto;24;4.3
55732;11/09/2008;3152;;Nordeste;8;2.47;0.08;crédito;1;4.4
60732;12/16/2009;5012;;Sul;2;2.78;0.25;pix;19;5.0
92669;11/17/2025;5202;Eletrônicos;Sudeste;4;18.95;0.11;pix;18;5.0
91550;01/09/2007;2319;;Sudeste;24;11.28;0.23;pix;5;4.4
39107;7/15/2022;5129;Saúde;Nordeste;7;198.38;0.11;boleto;5;3.1
69435;5/20/2013;6096;Eletrônicos;Sudeste;3;988.45;0.03;débito;11;4.2
55715;11/29/2025;1965;Mobília;Sudeste;2;2.44;0.15;crédito;20;2.2
46711;05/12/2026;2339;Esportes;Centro-Oeste;17;9.72;0.22;pix;19;4.7
46878;01/09/2016;5986;Mobília;Sul;1;16.39;0.1;pix;23;4.0
95587;5/20/2024;3269;Esportes;Norte;6;2.83;0.02;pix;23;3.9
97643;1/30/2023;1029;Casa;Sul;17;26.84;0.1;boleto;2;5.0
78923;07/04/2014;6224;Mobília;Nordeste;25;90.27;0.08;pix;26;2.2
30032;08/12/2015;3852;Eletrônicos;Sul;5;85.13;0.21;crédito;21;4.2
81959;5/30/2022;4911;Esportes;Nordeste;7;3.31;0.26;débito;18;4.5
10721;3/20/2007;1252;;Nordeste;7;278.07;0.17;débito;8;1.3
105521;01/09/2009;1161;;Norte;7;638.5;0.12;boleto;26;3.4
64906;07/10/2015;3976;Casa;Sudeste;11;412.94;0.13;pix;3;4.0
52573;6/26/2004;1779;;Nordeste;24;775.07;0.28;pix;14;5.0
86924;11/25/2006;4246;;Centro-Oeste;3;68.67;0.15;pix;1;2.8
71142;09/03/2006;5805;;Sudeste;2;99.84;0.07;boleto;12;4.9
17693;2/16/2014;1467;Casa;Sudeste;3;44.87;0.12;boleto;22;4.2
24039;03/11/2014;1135;Saúde;Sul;20;297.63;0.22;débito;10;4.2
94071;1/17/2020;5188;Livros;Centro-Oeste;7;955.91;0.22;pix;13;4.7
65409;4/24/2024;2200;Roupas e Acessórios;Sul;8;200.17;0.23;pix;12;2.1
91905;2/15/2018;3248;Pets;Sul;4;42.81;0.02;pix;18;5.0
55532;9/15/2010;2177;Eletrônicos;Nordeste;15;3.81;0.01;débito;19;5.0
105293;1/22/2008;3977;;Norte;25;249.25;0.28;boleto;7;5.0
80695;8/26/2005;1203;;Sul;1;37.18;0.13;pix;9;4.9
105740;5/28/2025;2416;Beleza e Cosméticos;Sul;5;7.94;0.04;pix;25;2.9
72221;10/13/2023;4617;Eletrônicos;Nordeste;1;26.51;0.2;boleto;2;3.2
56048;06/02/2018;3644;Eletrônicos;Norte;25;4.39;0.22;crédito;17;3.6
70968;5/31/2013;2707;Livros;Nordeste;8;271.89;0.02;crédito;3;4.8
29253;09/02/2012;5030;Pets;Nordeste;1;6.35;0.17;pix;13;3.2
69921;6/17/2011;5720;Saúde;Sudeste;23;202.69;0.05;débito;1;4.1
89462;05/02/2011;3916;Roupas e Acessórios;Sudeste;7;202.99;0.18;boleto;27;3.5
93708;04/05/2015;1127;Eletrônicos;Sul;26;2.16;0.05;débito;18;2.7
23893;11/16/2008;1779;;Nordeste;1;50.69;0.15;boleto;27;4.0
67140;01/09/2008;1069;;Nordeste;7;1.99;0.05;pix;21;4.2
48422;03/06/2015;1248;Saúde;Sudeste;8;16.13;0.07;débito;2;5.0
26236;7/22/2021;6321;Grocery;Sudeste;3;198.73;0.23;crédito;1;5.0
81802;06/09/2020;6913;Eletrônicos;Nordeste;6;743.31;0.29;pix;18;3.3
68053;07/11/2026;1555;Beleza e Cosméticos;Sudeste;1;3.95;0.14;débito;11;5.0
56364;10/06/2018;1501;Brinquedos;Nordeste;19;659.73;0.05;débito;28;3.6
40551;10/04/2011;3749;Pets;Nordeste;9;13.13;0.27;boleto;10;4.1
75195;12/18/2017;6468;Saúde;Sudeste;6;227.15;0.1;crédito;12;2.8
98437;12/14/2009;1588;;Sudeste;1;22.0;0.19;crédito;22;3.9
84814;10/21/2010;2557;Casa;Sul;3;140.43;0.06;pix;9;4.2
66493;03/07/2012;5249;Mobília;Norte;1;14.64;0.26;pix;7;2.5
88801;09/11/2005;5111;;Norte;6;606.33;0.26;crédito;5;3.7
48203;10/10/2008;2631;;Centro-Oeste;2;3.14;0.24;pix;10;2.8
28240;6/20/2023;4693;Casa;Nordeste;29;483.22;0.06;pix;2;4.6
109257;1/31/2021;1547;Grocery;Sul;10;120.77;0.24;débito;19;2.8
97218;10/26/2024;6492;Grocery;Sul;20;151.48;0.05;boleto;12;5.0
26503;6/25/2023;5309;Beleza e Cosméticos;Sudeste;1;80.73;0.06;pix;12;5.0
55856;01/01/2012;3650;Beleza e Cosméticos;Sul;3;4.49;0.08;boleto;20;3.5
32525;5/23/2017;3852;Eletrônicos;Centro-Oeste;29;2.6;0.26;crédito;5;3.5
85707;1/20/2020;1640;Beleza e Cosméticos;Sudeste;3;4.9;0.17;boleto;5;4.1
107208;12/22/2024;4758;Mobília;Nordeste;5;78.14;0.12;pix;12;5.0
92005;02/01/2020;1040;Grocery;Sul;9;1045.77;0.21;crédito;15;3.6
50639;5/15/2023;4803;Roupas e Acessórios;Sudeste;7;878.98;0.04;pix;7;3.8
14936;6/13/2017;1910;Roupas e Acessórios;Sul;4;373.91;0.1;débito;3;2.8
86151;08/12/2005;6087;;Sudeste;27;112.13;0.17;boleto;28;2.8
97816;4/27/2006;4724;;Sul;18;52.67;0.04;boleto;18;4.4
31512;8/30/2012;5400;Grocery;Sudeste;10;13.09;0.12;crédito;4;1.4
50989;1/15/2018;3086;Eletrônicos;Sul;22;238.49;0.09;crédito;18;3.3
108071;5/30/2013;2110;Pets;Sul;28;6.89;0.2;boleto;25;4.3
49142;09/12/2004;6444;;Nordeste;1;7.26;0.17;crédito;1;4.6
61112;10/08/2010;4789;Brinquedos;Sul;17;211.74;0.28;débito;3;4.3
42140;10/04/2017;4658;Beleza e Cosméticos;Nordeste;1;60.1;0.09;boleto;17;4.2
86007;2/23/2014;3784;Livros;Centro-Oeste;12;8.0;0.12;crédito;14;5.0
38744;11/01/2004;1547;;Sul;21;14.26;0.26;boleto;10;4.1
71592;02/03/2014;5011;Grocery;Sudeste;1;1050.96;0.17;boleto;5;5.0
110932;11/20/2007;1316;;Centro-Oeste;6;125.68;0.27;pix;14;4.2
91484;7/28/2026;5237;Eletrônicos;Nordeste;13;198.07;0.24;crédito;12;4.5
109796;02/09/2012;1072;Grocery;Nordeste;18;430.5;0.05;boleto;5;2.5
11447;3/19/2025;1636;Eletrônicos;Norte;1;516.1;0.24;pix;3;4.3
77910;2/20/2020;3786;Esportes;Centro-Oeste;20;2.24;0.28;boleto;7;5.0
43351;10/08/2004;1337;;Sul;3;99.58;0.02;boleto;1;3.2
59948;11/28/2021;2402;Automotivo;Nordeste;4;4.34;0.25;pix;4;3.7
107971;10/03/2023;5857;Roupas e Acessórios;Nordeste;5;87.71;0.03;boleto;15;5.0
83771;10/21/2010;2384;Brinquedos;Sul;14;142.96;0.08;pix;10;4.1
79244;09/10/2014;6313;Automotivo;Nordeste;3;26.97;0.04;pix;19;3.3
23244;5/29/2009;6542;;Nordeste;17;5.46;0.17;pix;4;3.8
10858;5/15/2005;1495;;Sul;2;529.4;0.11;débito;6;1.9
111820;03/01/2023;5680;Saúde;Nordeste;12;114.44;0.15;débito;27;1.6
58093;01/01/2006;5612;;Sul;10;225.68;0.04;pix;21;4.4
10763;6/17/2025;1662;Casa;Centro-Oeste;5;199.41;0.28;pix;3;4.0
34379;09/04/2017;2074;Casa;Centro-Oeste;21;3.3;0.01;boleto;5;3.5
73718;03/05/2022;5910;Mobília;Sudeste;24;25.55;0.17;pix;7;4.1
51036;06/04/2016;2664;Brinquedos;Sudeste;16;331.74;0.05;débito;2;3.4
87226;06/07/2023;1782;Roupas e Acessórios;Sudeste;2;3.18;0.21;boleto;15;4.2
66138;7/23/2011;5085;Casa;Centro-Oeste;23;704.14;0.05;pix;3;2.5
17632;2/29/2004;6620;;Sudeste;4;610.53;0.12;pix;22;3.7
34116;10/03/2020;5939;Mobília;Sudeste;4;1053.73;0.12;crédito;23;4.2
103374;12/12/2020;3445;Brinquedos;Sul;1;18.22;0.07;crédito;11;3.8
56122;12/02/2014;6438;Beleza e Cosméticos;Centro-Oeste;23;63.8;0.28;crédito;4;2.9
88915;06/02/2021;5770;Eletrônicos;Norte;3;281.35;0.29;débito;5;4.5
42386;01/06/2017;6347;Mobília;Centro-Oeste;5;86.64;0.19;pix;1;3.8
30747;04/06/2020;4514;Automotivo;Sudeste;5;2.65;0.15;débito;10;3.5
66948;09/11/2020;1470;Eletrônicos;Sul;25;13.86;0.04;crédito;12;2.0
94221;8/13/2015;3462;Grocery;Centro-Oeste;11;4.72;0.01;pix;7;3.6
35542;10/18/2018;4126;Mobília;Nordeste;4;234.82;0.05;pix;5;4.3
114267;2/15/2026;6925;Mobília;Nordeste;6;457.01;0.19;débito;1;3.2
71771;8/23/2024;3026;Roupas e Acessórios;Nordeste;4;6.13;0.04;crédito;10;4.4
69449;09/07/2007;6296;;Centro-Oeste;1;109.04;0.04;crédito;1;2.7
19682;2/26/2024;1193;Automotivo;Norte;4;126.92;0.27;boleto;20;3.9
65743;10/31/2004;1850;;Sul;3;685.22;0.2;pix;16;3.7
92355;08/08/2022;4338;Roupas e Acessórios;Sul;2;714.06;0.17;boleto;28;2.6
108537;01/03/2020;5467;Saúde;Sudeste;16;87.78;0.01;pix;5;3.4
105936;6/29/2017;5340;Beleza e Cosméticos;Nordeste;23;6.19;0.08;boleto;7;2.8
33346;6/27/2026;3285;Casa;Nordeste;21;774.54;0.03;pix;18;3.0
29994;01/06/2006;1057;;Sudeste;26;149.55;0.1;crédito;20;2.6
114691;01/10/2022;1469;Saúde;Sudeste;18;5.77;0.18;pix;3;4.0
67349;12/31/2023;1910;Roupas e Acessórios;Nordeste;8;10.23;0.13;pix;4;1.1
25867;9/21/2012;4423;Casa;Sudeste;1;211.64;0.05;boleto;17;4.3
34304;3/30/2004;3237;;Centro-Oeste;4;55.27;0.28;boleto;6;4.5
99709;4/26/2011;1596;Beleza e Cosméticos;Sudeste;19;4.07;0.11;pix;3;3.2
89064;10/03/2025;4608;Brinquedos;Nordeste;1;339.74;0.25;pix;27;2.7
92125;06/02/2007;2844;;Sudeste;7;8.85;0.19;boleto;12;4.9
24094;7/20/2013;5649;Mobília;Sudeste;3;47.62;0.26;boleto;6;4.7
69869;9/29/2017;4477;Saúde;Centro-Oeste;7;10.04;0.09;boleto;3;2.4
80782;5/28/2025;5816;Beleza e Cosméticos;Sul;6;7.4;0.24;crédito;7;3.1
18468;04/06/2023;2211;Mobília;Nordeste;1;23.05;0.18;pix;17;2.5
69253;10/02/2014;1531;Roupas e Acessórios;Centro-Oeste;8;3.25;0.14;pix;6;5.0
56038;3/27/2018;4882;Pets;Sudeste;4;3.59;0.2;débito;6;5.0
104671;6/19/2016;3883;Grocery;Sul;13;396.2;0.03;pix;13;3.7
53627;9/23/2016;2817;Livros;Nordeste;1;523.55;0.26;boleto;12;3.4
32009;4/13/2009;1496;;Sudeste;10;770.93;0.27;pix;7;4.4
88586;10/28/2007;2144;;Sudeste;1;100.66;0.1;boleto;8;3.5
78375;6/28/2019;3481;Eletrônicos;Sul;7;229.92;0.16;crédito;15;4.3
53674;9/25/2013;5087;Eletrônicos;Sul;4;6.46;0.29;pix;20;5.0
78608;07/05/2012;2982;Roupas e Acessórios;Centro-Oeste;11;168.16;0.09;crédito;16;2.2
22269;12/24/2011;4778;Eletrônicos;Nordeste;11;5.64;0.12;pix;2;2.9
56929;11/24/2025;2729;Beleza e Cosméticos;Nordeste;21;497.87;0.29;pix;5;3.6
51939;3/20/2026;4444;Esportes;Sudeste;21;283.32;0.21;crédito;1;3.9
25079;11/25/2021;2832;Beleza e Cosméticos;Norte;21;493.02;0.17;pix;2;3.3
80329;12/13/2021;1493;Esportes;Sudeste;29;6.58;0.28;débito;15;3.3
51473;12/30/2024;4011;Casa;Sudeste;13;128.48;0.02;crédito;23;3.7
109225;01/01/2018;4243;Eletrônicos;Sul;28;40.49;0.08;pix;3;4.4
24626;04/05/2024;3037;Esportes;Nordeste;20;412.98;0.12;pix;5;4.7
99505;2/23/2018;5539;Eletrônicos;Sudeste;6;2.97;0.2;boleto;2;5.0
77875;06/04/2024;6959;Brinquedos;Sul;6;663.8;0.08;crédito;1;3.9
23755;08/01/2026;3771;Brinquedos;Sul;14;43.94;0.19;pix;8;3.3
34762;1/14/2008;3075;;Centro-Oeste;2;5.09;0.23;pix;18;4.6
55495;5/22/2023;5302;Esportes;Sul;2;58.22;0.04;débito;6;4.4
72552;11/22/2017;6986;Brinquedos;Sudeste;7;4.03;0.19;débito;18;3.6
73065;8/19/2023;5922;Roupas e Acessórios;Sul;2;453.56;0.07;pix;6;5.0
94671;01/01/2011;3999;Livros;Centro-Oeste;15;10.41;0.03;pix;1;3.4
79289;07/12/2012;1563;Livros;Sudeste;15;85.99;0.3;pix;5;2.7
62273;01/11/2006;3522;;Norte;12;3.88;0.05;pix;2;4.0
25150;11/30/2022;3699;Eletrônicos;Nordeste;17;11.53;0.09;débito;8;5.0
73280;01/02/2011;3269;Eletrônicos;Centro-Oeste;1;271.98;0.18;pix;15;5.0
49241;7/26/2018;6530;Beleza e Cosméticos;Nordeste;28;22.68;0.2;pix;7;4.5
87425;08/05/2024;2396;Livros;Sul;1;12.39;0.27;débito;4;5.0
56177;06/09/2004;6739;;Norte;14;503.87;0.06;crédito;1;2.1
16977;03/06/2020;6140;Roupas e Acessórios;Sul;18;266.58;0.26;pix;12;4.3
52813;05/08/2011;6036;Livros;Sudeste;11;7.21;0.04;crédito;9;5.0
108050;9/22/2022;3042;Beleza e Cosméticos;Sul;5;36.93;0.11;débito;28;4.8
76321;02/06/2010;1220;Esportes;Sul;1;41.6;0.27;pix;24;2.5
109250;2/26/2008;4316;;Norte;12;127.2;0.3;pix;26;3.9
75942;08/09/2013;5371;Saúde;Norte;8;1006.58;0.05;boleto;3;5.0
67882;9/14/2010;2857;Beleza e Cosméticos;Norte;25;122.65;0.28;boleto;24;2.4
46306;12/28/2015;4913;Livros;Sul;28;2.28;0.09;boleto;24;1.8
67843;02/03/2005;4311;;Nordeste;4;2.7;0.25;pix;7;3.2
43133;01/07/2022;2110;Beleza e Cosméticos;Sul;4;137.33;0.28;crédito;9;4.7
70556;12/02/2014;6236;Roupas e Acessórios;Centro-Oeste;3;121.81;0.04;pix;27;3.7
82738;7/16/2007;3973;;Sudeste;2;67.06;0.03;boleto;16;4.7
102350;7/18/2018;3296;Casa;Centro-Oeste;3;277.82;0.22;boleto;24;3.6
25051;5/21/2021;3985;Beleza e Cosméticos;Sudeste;14;22.34;0.09;pix;4;3.3
105099;9/24/2009;5190;;Sudeste;7;362.16;0.27;boleto;28;1.7
107852;07/09/2026;4550;Beleza e Cosméticos;Sudeste;1;4.46;0.09;boleto;22;2.7
90462;8/31/2009;2246;;Centro-Oeste;3;56.87;0.15;pix;12;3.8
61096;3/25/2017;3998;Casa;Sudeste;5;383.5;0.08;boleto;15;4.5
21071;12/19/2012;6518;Eletrônicos;Norte;27;29.7;0.29;pix;23;3.6
56913;05/09/2016;6783;Beleza e Cosméticos;Sudeste;8;7.57;0.28;pix;23;1.0
110730;2/15/2018;2185;Roupas e Acessórios;Norte;18;19.65;0.07;boleto;1;4.9
25380;07/09/2018;1536;Grocery;Sul;2;6.58;0.29;pix;6;2.8
44286;9/24/2022;1745;Eletrônicos;Sul;12;342.73;0.15;pix;15;3.5
20356;06/03/2020;3290;Beleza e Cosméticos;Nordeste;2;13.71;0.26;crédito;20;4.4
73497;3/30/2019;4161;Casa;Sudeste;2;4.17;0.29;pix;4;4.7
113204;09/08/2004;6266;;Sul;24;753.37;0.02;pix;11;3.6
91645;03/12/2008;2040;;Centro-Oeste;1;60.11;0.21;boleto;22;3.9
96649;8/29/2024;2103;Livros;Nordeste;1;16.44;0.24;pix;22;4.4
35423;06/08/2005;4103;;Sul;11;30.31;0.05;pix;27;2.5
64227;11/03/2019;2976;Livros;Centro-Oeste;1;242.07;0.08;débito;22;2.6
50485;11/23/2024;4299;Grocery;Norte;23;475.7;0.15;pix;23;3.1
95825;12/16/2024;4477;Roupas e Acessórios;Sudeste;4;40.9;0.05;pix;2;4.6
32294;06/02/2020;5293;Brinquedos;Sul;7;97.08;0.2;crédito;4;4.6
69938;11/10/2019;2824;Roupas e Acessórios;Centro-Oeste;13;139.82;0.02;débito;27;4.2
74550;9/23/2020;2112;Esportes;Centro-Oeste;5;14.56;0.14;pix;3;3.7
68607;5/30/2016;1724;Eletrônicos;Sul;11;556.92;0.27;pix;15;3.9
61815;07/03/2020;2362;Roupas e Acessórios;Sul;6;36.24;0.22;pix;28;3.4
92108;09/09/2019;2139;Mobília;Sudeste;6;603.78;0.14;débito;1;4.6
63613;7/30/2023;6538;Automotivo;Norte;3;72.29;0.01;crédito;15;3.4
109911;03/12/2026;5141;Mobília;Sul;2;10.37;0.12;pix;27;4.0
60224;5/21/2014;3553;Livros;Nordeste;19;14.36;0.23;pix;9;4.2
104475;06/01/2007;1808;;Sudeste;19;254.24;0.16;boleto;4;4.1
16478;11/03/2020;5694;Saúde;Sudeste;4;32.39;0.21;boleto;13;3.6
113594;1/13/2008;3251;;Sul;3;287.45;0.18;crédito;2;4.1
81753;06/07/2025;3063;Automotivo;Sudeste;9;5.75;0.29;boleto;5;3.6
93568;12/10/2008;2814;;Sul;1;2.15;0.1;crédito;21;3.2
96906;7/28/2009;5129;;Centro-Oeste;2;4.9;0.03;pix;13;3.5
11221;9/19/2018;1077;Beleza e Cosméticos;Sul;6;50.42;0.02;débito;6;2.6
76683;1/27/2014;5797;Grocery;Sul;4;553.58;0.04;crédito;10;5.0
26067;08/04/2004;1350;;Norte;2;35.99;0.2;pix;8;5.0
51986;11/07/2024;2881;Grocery;Nordeste;20;644.53;0.25;pix;4;4.9
41950;1/24/2017;6421;Livros;Nordeste;1;5.47;0.26;boleto;25;3.7
98740;4/18/2015;1846;Livros;Sul;17;5.92;0.17;débito;26;3.3
102158;12/29/2009;3032;;Nordeste;8;18.65;0.09;crédito;3;2.7
58375;12/23/2007;1566;;Centro-Oeste;4;7.16;0.01;pix;15;3.0
51566;6/19/2019;5192;Eletrônicos;Sudeste;6;46.32;0.17;crédito;12;2.5
71829;03/03/2015;2284;Pets;Nordeste;9;448.66;0.13;pix;7;3.9
94477;4/28/2008;4981;;Norte;3;146.67;0.07;pix;18;3.4
36595;11/23/2022;4272;Eletrônicos;Sul;10;815.04;0.18;pix;18;3.2
43389;2/28/2010;3542;Mobília;Nordeste;21;47.21;0.17;débito;18;1.9
93303;6/19/2011;3934;Roupas e Acessórios;Centro-Oeste;17;8.57;0.1;pix;7;3.8
114520;9/21/2015;5493;Casa;Norte;20;4.42;0.25;boleto;1;4.4
31419;3/30/2005;3553;;Nordeste;1;4.33;0.06;boleto;18;4.1
85277;09/06/2014;3012;Livros;Nordeste;4;2.31;0.2;pix;9;5.0
92298;03/12/2025;3889;Roupas e Acessórios;Sul;15;928.21;0.21;crédito;2;5.0
22958;12/08/2023;1462;Esportes;Sul;15;712.57;0.29;pix;12;3.1
79044;6/30/2021;4004;Saúde;Nordeste;28;95.51;0.22;débito;1;3.5
20150;6/28/2017;4791;Grocery;Sul;1;3.05;0.28;pix;27;2.2
36120;07/06/2024;1408;Mobília;Sudeste;22;69.88;0.09;pix;20;5.0
52235;9/13/2019;4574;Pets;Sudeste;6;9.49;0.22;débito;9;2.3
87215;8/28/2017;5527;Casa;Sudeste;6;12.55;0.02;pix;20;4.4
19518;12/02/2014;6690;Roupas e Acessórios;Nordeste;12;321.81;0.09;pix;8;4.0
104992;09/02/2020;2018;Esportes;Centro-Oeste;6;724.17;0.19;pix;10;3.9
79790;12/01/2010;2057;Roupas e Acessórios;Sul;10;91.67;0.06;débito;10;2.1
80489;9/25/2021;3261;Saúde;Sul;5;14.88;0.14;pix;1;4.0
19508;8/25/2023;6220;Casa;Sul;24;89.5;0.13;débito;1;5.0
88487;01/03/2018;4678;Mobília;Sudeste;2;4.01;0.29;pix;17;4.4
14545;2/18/2014;1323;Eletrônicos;Sudeste;6;149.54;0.29;pix;2;4.1
57690;9/13/2010;2796;Casa;Sudeste;23;191.62;0.1;crédito;28;4.3
83977;3/31/2007;5242;;Sul;14;278.27;0.23;boleto;13;5.0
100903;12/23/2010;2018;Automotivo;Sudeste;9;19.18;0.21;boleto;4;5.0
32736;5/24/2009;5011;;Norte;19;7.66;0.19;pix;15;2.0
75072;4/29/2013;1396;Automotivo;Nordeste;17;3.0;0.06;crédito;22;4.8
75718;08/06/2007;5094;;Centro-Oeste;12;168.74;0.17;pix;27;4.2
98484;5/18/2018;5892;Roupas e Acessórios;Nordeste;4;31.65;0.2;débito;9;2.4
13285;5/29/2013;1163;Beleza e Cosméticos;Nordeste;4;465.52;0.21;débito;2;3.5
108747;9/25/2005;6335;;Norte;23;24.72;0.15;pix;18;5.0
112660;9/13/2009;1907;;Sudeste;24;126.15;0.29;crédito;12;4.9
78005;10/27/2014;6617;Eletrônicos;Nordeste;3;14.52;0.22;pix;22;2.0
48635;8/24/2007;2865;;Nordeste;1;6.58;0.06;pix;12;3.4
32548;09/11/2016;4066;Beleza e Cosméticos;Sudeste;4;9.0;0.03;pix;26;2.4
79871;01/10/2006;6843;;Sudeste;7;168.53;0.05;boleto;1;4.2
51216;11/21/2025;3602;Pets;Sudeste;3;141.88;0.05;crédito;1;2.8
30999;11/06/2014;6501;Eletrônicos;Sudeste;20;62.89;0.16;pix;2;2.7
77580;2/26/2010;1809;Brinquedos;Sudeste;19;8.0;0.09;crédito;27;2.3
89943;10/05/2006;6507;;Norte;2;4.49;0.04;boleto;10;5.0
41633;01/03/2026;5668;Eletrônicos;Nordeste;21;213.77;0.09;boleto;3;3.4
15840;6/19/2015;3540;Mobília;Sul;9;27.2;0.13;crédito;15;3.5
31823;7/23/2008;4354;;Centro-Oeste;5;5.37;0.05;pix;14;4.7
104590;5/20/2016;1454;Saúde;Sul;1;188.39;0.05;crédito;3;4.7
25796;2/26/2008;4119;;Centro-Oeste;5;5.47;0.08;débito;25;4.5
31995;07/08/2023;6167;Mobília;Nordeste;17;1055.57;0.28;pix;1;3.6
40849;4/17/2022;4267;Eletrônicos;Nordeste;5;27.29;0.13;pix;1;4.0
91206;08/02/2012;2003;Eletrônicos;Nordeste;7;5.29;0.03;pix;1;2.7
70037;03/10/2014;5153;Eletrônicos;Sudeste;5;7.99;0.1;débito;9;4.3
81419;6/16/2015;5624;Livros;Sul;9;623.16;0.16;boleto;11;5.0
